1457630656	6082582.000000
1457630656	27.432174
1457630656	6147588.000000
1457630657	6082582.000000
1457630657	27.432174
1457630657	6145791.000000
1457630659	6082582.000000
1457630659	27.421854
1457630659	6145791.000000
1457630660	6081286.000000
1457630660	27.421854
1457630660	6145791.000000
1457630662	6081286.000000
1457630662	27.421854
1457630662	6144303.000000
1457630664	6081286.000000
1457630664	27.432174
1457630664	6144303.000000
1457630665	6079924.000000
1457630665	27.432174
1457630665	6144303.000000
1457630667	6079924.000000
1457630667	27.419170
1457630667	6142081.000000
1457630668	6078978.000000
1457630668	27.419170
1457630668	6142081.000000
1457630670	6078978.000000
1457630670	27.419170
1457630670	6141092.000000
1457630672	6078978.000000
1457630672	27.415866
1457630672	6141092.000000
1457630673	6078111.000000
1457630673	27.415866
1457630673	6141092.000000
1457630675	6078111.000000
1457630675	27.415866
1457630675	6140559.000000
1457630677	6078111.000000
1457630677	27.426601
1457630677	6140559.000000
1457630678	6076409.000000
1457630678	27.426601
1457630678	6140559.000000
1457630680	6076409.000000
1457630680	27.426601
1457630680	6138124.000000
1457630681	6076409.000000
1457630681	27.413389
1457630681	6138124.000000
1457630683	6075219.000000
1457630683	27.413389
1457630683	6138124.000000
1457630685	6075219.000000
1457630685	27.413389
1457630685	6136517.000000
1457630686	6075219.000000
1457630686	27.429903
1457630686	6136517.000000
1457630688	6074510.000000
1457630688	27.429903
1457630688	6136517.000000
1457630689	6074510.000000
1457630689	27.429903
1457630689	6134955.000000
1457630691	6074510.000000
1457630691	27.401210
1457630691	6134955.000000
1457630693	6073229.000000
1457630693	27.401210
1457630693	6134955.000000
1457630694	6073229.000000
1457630694	27.401210
1457630694	6133381.000000
1457630696	6073229.000000
1457630696	27.414009
1457630696	6133381.000000
1457630697	6071819.000000
1457630697	27.414009
1457630697	6133381.000000
1457630699	6071819.000000
1457630699	27.414009
1457630699	6131962.000000
1457630701	6071819.000000
1457630701	27.409261
1457630701	6131962.000000
1457630702	6071250.000000
1457630702	27.409261
1457630702	6131962.000000
1457630704	6071250.000000
1457630704	27.409261
1457630704	6130012.000000
1457630705	6071250.000000
1457630705	27.409055
1457630705	6130012.000000
1457630707	6071054.000000
1457630707	27.409055
1457630707	6130012.000000
1457630709	6071054.000000
1457630709	27.409055
1457630709	6128972.000000
1457630710	6071054.000000
1457630710	27.400798
1457630710	6128972.000000
1457630712	6070033.000000
1457630712	27.400798
1457630712	6128972.000000
1457630713	6070033.000000
1457630713	27.400798
1457630713	6127777.000000
1457630715	6070033.000000
1457630715	27.405958
1457630715	6127777.000000
1457630717	6067844.000000
1457630717	27.405958
1457630717	6127777.000000
1457630718	6067844.000000
1457630718	27.405958
1457630718	6125416.000000
1457630720	6067844.000000
1457630720	27.397289
1457630720	6125416.000000
1457630721	6066191.000000
1457630721	27.397289
1457630721	6125416.000000
1457630723	6066191.000000
1457630723	27.397289
1457630723	6124421.000000
